,Title,Link,Authors,Article Text,Summary,Keywords
10,BBC News,https://bbc.com/news/health,[],"A six-year-old has completed a 5k run every day for five days to raise money for the NHS.

Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.

Jo Clark Molly ran a 5k every day for a week

Molly’s mother Jo says her first idea was even more ambitious.

Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"". Jo Clark Molly's mum

Instead she was inspired by one of her uncles who had run a marathon around his garden.","A six-year-old has completed a 5k run every day for five days to raise money for the NHS.
Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.
Jo Clark Molly ran a 5k every day for a weekMolly’s mother Jo says her first idea was even more ambitious.
Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"".
Jo Clark Molly's mumInstead she was inspired by one of her uncles who had run a marathon around his garden.","['run', 'raise', 'wouldnt', 'day', 'work', 'wanted', 'jo', 'weekmollys', 'bbc', 'clark', '5k']"
11,BBC World News: 24 hour news TV channel,https://bbc.com/news/world_radio_and_tv,[],"The Travel Show

Bringing you the biggest stories and most exciting destinations from around the world",The Travel ShowBringing you the biggest stories and most exciting destinations from around the world,"['tv', 'exciting', 'biggest', 'showbringing', 'destinations', 'hour', 'bbc', 'world', '24', 'channel', 'travel']"
12,In Pictures,https://bbc.com/news/in_pictures,[],"‘Finding beauty in the simple moments in life has been a great gift for me.’

Misan Harriman normally photographs celebrities but has turned to capturing his local community.",‘Finding beauty in the simple moments in life has been a great gift for me.’Misan Harriman normally photographs celebrities but has turned to capturing his local community.,"['memisan', 'photographs', 'great', 'simple', 'moments', 'local', 'harriman', 'turned', 'pictures', 'normally', 'life']"
13,Reality Check,https://bbc.com/news/reality_check,[],"Getty Images

Boris Johnson’s top aide has defended making a 260-mile journey from London to north-east England with his family during lockdown at the end of March.

Dominic Cummings says he did the ""right thing"" to be near relatives. His wife had coronavirus symptoms, and Downing Street says he wanted to ensure he had childcare if he got sick too.

The UK Government advice on essential travel at the time, which still remains in place , includes:

- Not visiting second homes, whether for isolation purposes or holidays

- Not leaving your home, the place you live, to stay at another home

- Remaining at your primary residence, to avoid putting additional pressure on communities and services at risk

Read more about social distancing and self-isolation","Getty ImagesBoris Johnson’s top aide has defended making a 260-mile journey from London to north-east England with his family during lockdown at the end of March.
Dominic Cummings says he did the ""right thing"" to be near relatives.
His wife had coronavirus symptoms, and Downing Street says he wanted to ensure he had childcare if he got sick too.
The UK Government advice on essential travel at the time, which still remains in place , includes:- Not visiting second homes, whether for isolation purposes or holidays- Not leaving your home, the place you live, to stay at another home- Remaining at your primary residence, to avoid putting additional pressure on communities and services at riskRead more about social distancing and self-isolation","['symptoms', 'check', 'visiting', 'toothe', 'street', 'wanted', 'wife', 'uk', 'thing', 'reality', 'travel', 'place']"
14,Newsbeat,https://bbc.com/news/newsbeat,[],In case you missed it,In case you missed it,"['case', 'newsbeat', 'missed']"
15,Special reports,https://bbc.com/news/special_reports,[],"Brexit coverage

What you need to know about the UK leaving the EU",Brexit coverageWhat you need to know about the UK leaving the EU,"['special', 'brexit', 'leaving', 'coveragewhat', 'know', 'uk', 'need', 'eu', 'reports']"
16,Long Reads,https://bbc.com/news/the_reporters,[],"Amazon under threat: Fires, loggers and now virus

How the loss of the Amazon goes beyond deforestation - and what the nine countries that share this natural resource are doing to protect it.","Amazon under threat: Fires, loggers and now virusHow the loss of the Amazon goes beyond deforestation - and what the nine countries that share this natural resource are doing to protect it.","['protect', 'resource', 'virushow', 'natural', 'reads', 'threat', 'goes', 'amazon', 'share', 'long', 'loss', 'loggers']"
17,Coronavirus,https://bbc.com/news/coronavirus,[],"RSPCA Rescuers thought the colour of the kitten was black before it washed.

The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.

There have been 6,630 incidents reported to the charity’s hotline:

109 of those were reported in Somerset

88 of those were reported in Gloucestershire

57 of those were reported in Wiltshire

more than 500 of the reports were in Bristol last year

The charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.

One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.

RSPCA Sootie was discovered to be a lighter colour after being washed

Cats are the most common pet the RSPCA receives in care.

Dr Samantha Gaines, head of the RSPCA’s companion animal department, said: “Every year, the scale of the cat over-population problem becomes even more apparent from May to September, when most cats are born, and the RSPCA is often overwhelmed with kittens.”

Animal rescuers at the charity have been designated key workers by the government and the charity has launched an emergency appeal as a result of demands of cats being rescued.","RSPCA Rescuers thought the colour of the kitten was black before it washed.
The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.
There have been 6,630 incidents reported to the charity’s hotline:109 of those were reported in Somerset88 of those were reported in Gloucestershire57 of those were reported in Wiltshiremore than 500 of the reports were in Bristol last yearThe charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.
One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.
RSPCA Sootie was discovered to be a lighter colour after being washedCats are the most common pet the RSPCA receives in care.","['rspca', 'colour', 'coronavirus', 'charity', 'rescuers', 'reported', 'cat', 'discovered', 'kitten', 'sootie', 'cats']"
18,Coronavirus,https://bbc.com/news/coronavirus,[],"RSPCA Rescuers thought the colour of the kitten was black before it washed.

The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.

There have been 6,630 incidents reported to the charity’s hotline:

109 of those were reported in Somerset

88 of those were reported in Gloucestershire

57 of those were reported in Wiltshire

more than 500 of the reports were in Bristol last year

The charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.

One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.

RSPCA Sootie was discovered to be a lighter colour after being washed

Cats are the most common pet the RSPCA receives in care.

Dr Samantha Gaines, head of the RSPCA’s companion animal department, said: “Every year, the scale of the cat over-population problem becomes even more apparent from May to September, when most cats are born, and the RSPCA is often overwhelmed with kittens.”

Animal rescuers at the charity have been designated key workers by the government and the charity has launched an emergency appeal as a result of demands of cats being rescued.","RSPCA Rescuers thought the colour of the kitten was black before it washed.
The RSPCA in the south west says it is facing a 'cat crisis' after thousands of felines have been abandoned since the start of lockdown.
There have been 6,630 incidents reported to the charity’s hotline:109 of those were reported in Somerset88 of those were reported in Gloucestershire57 of those were reported in Wiltshiremore than 500 of the reports were in Bristol last yearThe charity has also taken 324 cats into its care, and fears that the situation is set to get worse, as the traditional kitten-breeding season gets underway.
One kitten, named Sootie by rescuers, was discovered at an industrial estate in Salisbury during the lockdown, but was revealed to be grey and white after a wash at Bath Cats & Dogs Home.
RSPCA Sootie was discovered to be a lighter colour after being washedCats are the most common pet the RSPCA receives in care.","['rspca', 'colour', 'coronavirus', 'charity', 'rescuers', 'reported', 'cat', 'discovered', 'kitten', 'sootie', 'cats']"
19,Your Coronavirus Stories,https://bbc.com/news/have_your_say,[],"A six-year-old has completed a 5k run every day for five days to raise money for the NHS.

Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.

Jo Clark Molly ran a 5k every day for a week

Molly’s mother Jo says her first idea was even more ambitious.

Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"". Jo Clark Molly's mum

Instead she was inspired by one of her uncles who had run a marathon around his garden.","A six-year-old has completed a 5k run every day for five days to raise money for the NHS.
Molly Clark, from Ash in Surrey, aimed to raise £2,000 but has smashed that target, hitting over £3,000.
Jo Clark Molly ran a 5k every day for a weekMolly’s mother Jo says her first idea was even more ambitious.
Originally she wanted to set up a crazy golf course in the kitchen for people to pay to play, but I explained that social distancing measures probably wouldn’t work"".
Jo Clark Molly's mumInstead she was inspired by one of her uncles who had run a marathon around his garden.","['run', 'raise', 'wouldnt', 'day', 'work', 'wanted', 'jo', 'weekmollys', 'clark', '5k', 'coronavirus']"
20,Minneapolis protesters: 'Nobody's listening',https://bbc.com/news/video_and_audio/headlines,[],"What is it like being at school in South Korea?

Strict safety measures are in place, but more than 200 schools have been forced to close just days after they re-opened.","What is it like being at school in South Korea?
Strict safety measures are in place, but more than 200 schools have been forced to close just days after they re-opened.","['measures', 'schools', 'school', 'safety', 'nobodys', 'reopened', 'forced', 'south', 'protesters', 'koreastrict', 'days', 'minneapolis', 'listening', 'place']"
21,BBC News,https://bbc.com/news/world,[],"AFP Russia has the third highest number of reported infections in the world

Russia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374. New infections, at 8,572, are well down from their peak. That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.

Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria. After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.

Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.

Spain has decided to move 70% of the country to Phase Two of lifting the lockdown on Monday - cinemas, theatres, concert halls and shopping centres will reopen, in a limited way.

Croatia's reopened its borders to 10 EU countries including Austria, but as Croatia is not on Austria's ""white list"", returning tourists will need a negative Covid-19 test to come back.","AFP Russia has the third highest number of reported infections in the worldRussia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374.
That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.
Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria.
After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.
Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.","['austria', 'outbreak', 'worldrussia', 'number', 'highest', 'bbc', 'reported', 'infections', 'deaths', 'total', 'meat']"
22,BBC News,https://bbc.com/news/world,[],"AFP Russia has the third highest number of reported infections in the world

Russia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374. New infections, at 8,572, are well down from their peak. That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.

Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria. After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.

Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.

Spain has decided to move 70% of the country to Phase Two of lifting the lockdown on Monday - cinemas, theatres, concert halls and shopping centres will reopen, in a limited way.

Croatia's reopened its borders to 10 EU countries including Austria, but as Croatia is not on Austria's ""white list"", returning tourists will need a negative Covid-19 test to come back.","AFP Russia has the third highest number of reported infections in the worldRussia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374.
That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.
Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria.
After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.
Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.","['austria', 'outbreak', 'worldrussia', 'number', 'highest', 'bbc', 'reported', 'infections', 'deaths', 'total', 'meat']"
23,BBC News,https://bbc.com/news/world/africa,[],"The wife of Nigeria's Kaduna state governor is under criticism for not using her influence to speak out against last week killings in the southern part of the state.

Hadiza Isma el-Rufai tweeted that although she was married to the governor, Nasiru el-Rufai, she had taken no oath of office and was not a ""first lady"".

About 14 people were killed by gunmen in a village in the state last week - the latest of a series of attacks that have left dozens dead this year.

The topic began trending on Twitter in Nigeria on Wednesday when the governor's wife celebrated the fact that she now had 80,000 followers.

She was then questioned by some about why she did not use her influence on Twitter to call for an end to the killings.

She replied with a tweet that has been shared widely, saying she uses the social media platform for ""language, humour and other light-hearted issues"".

""I don't tweet about serious matters like governance and politics. Though I'm married to a governor I'm not part of government.""

Here are some of the reactions she received:

""So, everyone speaking up swore an oath or are related to the government! What happened to humanity? What happened to caring for others... What happened to a mother's heart... What happened to being a citizen of this country Sorry, but its a pity!"" Chineze tweeted.

“'Though I’m married to a governor I’m not part of a government'... But did u campaign for your husband to win the election ma? And when you were doing that what exactly was at the back of your mind?"" Praise tweeted.

""She has her opinion about the killings in southern Kaduna and I'm sure she is not happy about the loss of lives and if she chooses not to share what she feels with you on social media it is her right,"" Tijjani Ibrahim tweeted.","The wife of Nigeria's Kaduna state governor is under criticism for not using her influence to speak out against last week killings in the southern part of the state.
Hadiza Isma el-Rufai tweeted that although she was married to the governor, Nasiru el-Rufai, she had taken no oath of office and was not a ""first lady"".
The topic began trending on Twitter in Nigeria on Wednesday when the governor's wife celebrated the fact that she now had 80,000 followers.
Though I'm married to a governor I'm not part of government.""
“'Though I’m married to a governor I’m not part of a government'...","['married', 'happened', 'governor', 'state', 'wife', 'bbc', 'southern', 'tweeted', 'twitter', 'im', 'week']"
24,Australia,https://bbc.com/news/world/australia,[],"The bomb maker turned peacemaker

Once part of the group behind the Bali bombing, now Ali Fauzi is on a mission to end terror.","The bomb maker turned peacemakerOnce part of the group behind the Bali bombing, now Ali Fauzi is on a mission to end terror.","['australia', 'maker', 'mission', 'fauzi', 'turned', 'bombing', 'bomb', 'end', 'terror', 'group', 'peacemakeronce']"
25,BBC News,https://bbc.com/news/world/europe,[],"AFP Russia has the third highest number of reported infections in the world

Russia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374. New infections, at 8,572, are well down from their peak. That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.

Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria. After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.

Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.

Spain has decided to move 70% of the country to Phase Two of lifting the lockdown on Monday - cinemas, theatres, concert halls and shopping centres will reopen, in a limited way.

Croatia's reopened its borders to 10 EU countries including Austria, but as Croatia is not on Austria's ""white list"", returning tourists will need a negative Covid-19 test to come back.","AFP Russia has the third highest number of reported infections in the worldRussia has reported 232 more deaths, its highest number in a 24-hour period, bringing the total to 4,374.
That death toll may be under-reported too, as our story on Moscow's decision to revise its number explains.
Swimming in outdoor pools and holding weddings with up to 100 people are now allowed in Austria.
After a relatively minor outbreak with 645 deaths in total, restrictions are being lifted fast.
Another meat processing plant in the Netherlands has reported an outbreak - 21 out of 130 staff have tested positive at Van Rooi Meat in the southern city of Helmond.","['austria', 'outbreak', 'worldrussia', 'number', 'highest', 'bbc', 'reported', 'infections', 'deaths', 'total', 'meat']"
26,Latin America & Caribbean,https://bbc.com/news/world/latin_america,[],"This family have been isolating on a desert island in the Bahamas for over 100 days

Brian and Karin Trautman have been isolating on a desert island in the Bahamas for over 100 days. But the hurricane season is fast-approaching…","This family have been isolating on a desert island in the Bahamas for over 100 daysBrian and Karin Trautman have been isolating on a desert island in the Bahamas for over 100 days.
But the hurricane season is fast-approaching…","['isolating', 'bahamas', 'season', 'hurricane', 'desert', 'karin', 'latin', 'trautman', 'fastapproaching', 'caribbean', 'island', '100', 'america']"
27,Middle East,https://bbc.com/news/world/middle_east,[],"The rights group Amnesty International is calling on the Tunisian authorities to halt the prosecution of blogger Emna Chergui, whose trial is set to begin on Thursday.

The 27-year-old blogger is being prosecuted for sharing a satirical post about coronavirus on her social media account that looks like a verse from Islam’s holy book, the Koran.

If convicted, Ms Chergui could face a prison sentence of up to three years.

Imitating a Koranic text is considered a violation of something that is deemed to be sacred.

The image, which was reportedly designed and originally shared by an Algerian atheist who lives in France, contains text that says the virus came from China and tells people to wash their hands.

In a statement, Amnesty's North Africa director Amna Guellali said the right to freedom of expression extended to what “some might consider shocking or offensive”.

She called on the Tunisian government to amend the law ""so they are compliant with human rights"".

In early May, when the post was first shared during the fasting month of Ramadan and while the country was still largely under lockdown, it caused a stir online.

The head of one political party condemned it without naming her, saying the state had a duty to protect what was sacred in the same way it did to prohibit apostasy and incitement to hatred - but he called for a punishment other than imprisonment.

You may also be interested in:","The rights group Amnesty International is calling on the Tunisian authorities to halt the prosecution of blogger Emna Chergui, whose trial is set to begin on Thursday.
The 27-year-old blogger is being prosecuted for sharing a satirical post about coronavirus on her social media account that looks like a verse from Islam’s holy book, the Koran.
If convicted, Ms Chergui could face a prison sentence of up to three years.
Imitating a Koranic text is considered a violation of something that is deemed to be sacred.
She called on the Tunisian government to amend the law ""so they are compliant with human rights"".","['shared', 'blogger', 'way', 'post', 'middle', 'yearsimitating', 'east', 'wash', 'called', 'text', 'tunisian', 'chergui']"
28,US & Canada,https://bbc.com/news/world/us_and_canada,[],"The World Health Organization has halted studies of the drug. But what do we know about its effectiveness?

Read more","The World Health Organization has halted studies of the drug.
But what do we know about its effectiveness?","['canada', 'drug', 'know', 'organization', 'studies', 'world', 'halted', 'health', 'effectivenessread']"
29,BBC News,https://bbc.com/news/world/asia,[],"South Korea closes schools again as cases jump

Schools that had just re-opened days ago have now been forced shut again after a spike in cases.",South Korea closes schools again as cases jumpSchools that had just re-opened days ago have now been forced shut again after a spike in cases.,"['spike', 'shut', 'schools', 'reopened', 'forced', 'bbc', 'south', 'days', 'korea', 'cases', 'jumpschools']"
30,BBC News,https://bbc.com/news/world/asia,[],"South Korea closes schools again as cases jump

Schools that had just re-opened days ago have now been forced shut again after a spike in cases.",South Korea closes schools again as cases jumpSchools that had just re-opened days ago have now been forced shut again after a spike in cases.,"['spike', 'shut', 'schools', 'reopened', 'forced', 'bbc', 'south', 'days', 'korea', 'cases', 'jumpschools']"
31,BBC News,https://bbc.com/news/world/asia/china,[],"Key maps and charts explaining how the respiratory virus has spread around the world and how it is being dealt with.

Read more",Key maps and charts explaining how the respiratory virus has spread around the world and how it is being dealt with.,"['withread', 'dealt', 'virus', 'spread', 'charts', 'bbc', 'respiratory', 'world', 'key', 'maps', 'explaining']"
32,BBC News,https://bbc.com/news/world/asia/india,[],"Video 1 minute 55 seconds

Keeping children happy in a pandemic lockdown

With so many children stuck at home, how do you keep them happy and yourself sane during the lockdown?","Video 1 minute 55 secondsKeeping children happy in a pandemic lockdownWith so many children stuck at home, how do you keep them happy and yourself sane during the lockdown?","['secondskeeping', 'happy', 'pandemic', 'minute', 'stuck', 'lockdown', 'bbc', 'children', 'lockdownwith', 'video', 'sane']"
